runtime,book_id,steam,team,lteam,team_id,money_line,decimal_line,prob_win
1629187203.87825,77,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629187203.895338,79,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629187203.901364,121,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629187203.908022,122,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629187203.91509,123,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629187203.921467,246,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629187203.928492,247,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629187203.935324,248,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629187203.941747,249,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629187203.949211,250,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629187203.957064,255,NE,Patriots,"New England Patriots",129,3200.0,33.0,3.03030303030303
1629187203.963423,257,NE,Patriots,"New England Patriots",129,3700.0,38.0,2.63157894736842
1629187203.970245,258,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629187203.976706,261,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629187203.982874,262,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629187203.988953,263,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629187203.995212,275,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629187204.001553,280,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629187204.00734,281,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629187204.013679,283,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629187204.019901,345,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629187204.026443,346,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629187204.032225,349,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629187204.038578,351,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629187204.045856,411,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629190805.690854,8,NE,Patriots,"New England Patriots",129,2000.0,21.0,4.76190476190476
1629190805.728107,15,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629190805.756076,68,NE,Patriots,"New England Patriots",129,3500.0,36.0,2.77777777777778
1629190805.762484,69,NE,Patriots,"New England Patriots",129,3700.0,38.0,2.63157894736842
1629190805.789965,70,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629190805.807266,71,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629190805.814013,72,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629190805.83091,73,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629190805.858335,74,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629190805.885232,75,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629190805.892284,76,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629190805.909207,77,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629190805.927317,79,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629190805.934312,121,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629190805.948268,122,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629190805.976118,123,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629190805.983125,246,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629190806.002514,247,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629190806.021588,248,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629190806.037137,249,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629190806.049462,250,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629190806.080383,255,NE,Patriots,"New England Patriots",129,3200.0,33.0,3.03030303030303
1629190806.100474,257,NE,Patriots,"New England Patriots",129,3700.0,38.0,2.63157894736842
1629190806.122992,258,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629190806.144354,261,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629190806.164327,262,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629190806.171084,263,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629190806.197574,275,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629190806.216652,280,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629190806.22335,281,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629190806.242537,283,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629190806.266676,345,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629190806.28313,346,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629190806.290609,349,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629190806.299065,351,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629190806.30751,411,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629194404.137809,8,NE,Patriots,"New England Patriots",129,2000.0,21.0,4.76190476190476
1629194404.145424,15,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629194404.154405,68,NE,Patriots,"New England Patriots",129,3500.0,36.0,2.77777777777778
1629194404.163721,69,NE,Patriots,"New England Patriots",129,3700.0,38.0,2.63157894736842
1629194404.170557,70,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629194404.177168,71,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629194404.183548,72,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629194404.192625,73,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629194404.199618,74,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629194404.207297,75,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629194404.213506,76,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629194404.220547,77,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629194404.227947,79,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629194404.234297,121,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629194404.242635,122,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629194404.273649,123,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629194404.281177,246,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629194404.28921,247,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629194404.300177,248,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629194404.310135,249,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629194404.316834,250,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629194404.333755,255,NE,Patriots,"New England Patriots",129,3200.0,33.0,3.03030303030303
1629194404.35677,257,NE,Patriots,"New England Patriots",129,3700.0,38.0,2.63157894736842
1629194404.363437,258,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629194404.371772,261,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629194404.378123,262,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629194404.384818,263,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629194404.390988,275,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629194404.398217,280,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629194404.404774,281,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629194404.411997,283,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629194404.418933,345,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629194404.425129,346,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629194404.432009,349,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629194404.438431,351,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629194404.444382,411,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629198004.194335,8,NE,Patriots,"New England Patriots",129,2000.0,21.0,4.76190476190476
1629198004.222452,15,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629198004.250196,68,NE,Patriots,"New England Patriots",129,3500.0,36.0,2.77777777777778
1629198004.277444,69,NE,Patriots,"New England Patriots",129,3700.0,38.0,2.63157894736842
1629198004.284592,70,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629198004.312812,71,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629198004.320269,72,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629198004.349447,73,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629198004.362127,74,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629198004.378862,75,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629198004.400606,76,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629198004.407322,77,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629198004.414052,79,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629198004.442331,121,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629198004.449292,122,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629198004.471305,123,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629198004.489994,246,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629198004.520677,247,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629198004.557342,248,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629198004.585993,249,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629198004.593058,250,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629198004.615574,255,NE,Patriots,"New England Patriots",129,3200.0,33.0,3.03030303030303
1629198004.621636,257,NE,Patriots,"New England Patriots",129,3700.0,38.0,2.63157894736842
1629198004.629659,258,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629198004.648295,261,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629198004.65571,262,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629198004.662126,263,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629198004.670422,275,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629198004.677165,280,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629198004.685776,281,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629198004.693317,283,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629198004.70127,345,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629198004.710155,346,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629198004.718574,349,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629198004.726766,351,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629198004.734609,411,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629201604.435924,8,NE,Patriots,"New England Patriots",129,2000.0,21.0,4.76190476190476
1629201604.442295,15,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629201604.473362,68,NE,Patriots,"New England Patriots",129,3500.0,36.0,2.77777777777778
1629201604.494122,69,NE,Patriots,"New England Patriots",129,3700.0,38.0,2.63157894736842
